artist_name,track_name,track_id,album_name,album_id,release_date,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,featured_artists,release_month,release_year
Ed Sheeran,Shivers,50nfwKoDiSYg8zOCREWAm5,=,32iAEBstCjauDhyKpGjTuq,2021-10-29,83,False,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4,[],October,2021
Ed Sheeran,Perfect,0tgVpDi06FyKpA1z0VMD4v,÷ (Deluxe),3T4tUhGYeRNVUGevb0wThu,2017-03-03,85,False,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,3,[],March,2017
Ed Sheeran,Bad Habits,3rmo8F54jFF8OgYsqTxm5d,=,32iAEBstCjauDhyKpGjTuq,2021-10-29,83,False,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,4,[],October,2021
Ed Sheeran,Overpass Graffiti,7yhI6sdsgSGbj2Vmfqevhz,Piano in the Sky: Chilled Pop,0qfSwrI0AN6hWZam25Okhb,2023-02-23,4,False,0.52,0.849,9,-3.794,0,0.186,0.00253,0.0,0.119,0.774,175.908,4,[],February,2023
Ed Sheeran,Perfect,4oAhMSYRMl1SAv02GbG46I,The Words - Soft 10s,2heLXJ9F1z8P8ypjyale5D,2023-02-21,1,False,0.598,0.448,8,-6.312,1,0.0232,0.162,0.0,0.106,0.168,95.009,3,[],February,2023
Ed Sheeran,Tenerife Sea,1WTY0VL681yvPxvUuJ5GXY,Intimate Pop,65qTx2hiYqEvBu192EoV8H,2023-02-24,1,False,0.526,0.345,8,-10.497,1,0.0374,0.7,1.13e-05,0.105,0.357,121.877,4,[],February,2023
Ed Sheeran,2step,0LCrBWtUI00mGa6wKSA8MN,Best Collabs,1OEWR80pA4ZMuRJMvqC878,2023-02-23,0,False,0.693,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,4,['Lil Baby'],February,2023
Ed Sheeran,Noche de novela,5SxjEDljqUFpkw2UNMz7tB,Mega Pop Mix,2pxZyFVNAh8N7AlVfDJYFO,2023-02-22,0,False,0.522,0.585,7,-7.205,1,0.129,0.00208,0.0,0.0909,0.411,97.99,4,['Paulo Londra'],February,2023
Ed Sheeran,Overpass Graffiti,1QkYsNB4TA2NJwq4kykl8L,Hit It Up,3ReRqGIICTRYl9cGy5UNzL,2023-02-23,0,False,0.52,0.849,9,-3.794,0,0.186,0.00253,0.0,0.119,0.774,175.908,4,[],February,2023
Ed Sheeran,Shivers,5UuXHpsnE4KKPaVcD1P5JQ,All That Really Matters: Hits Now,2O6uwpC2iC6ZVaaCZpJ2Wy,2023-02-23,0,False,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4,[],February,2023
Ed Sheeran,Noche de novela,7tgdYuyG7vyuQWwUJRAFuC,2022 Rewind,3wKJ0U1gF1yqbk9tLxz6j5,2023-02-22,0,False,0.522,0.585,7,-7.205,1,0.129,0.00208,0.0,0.0909,0.411,97.99,4,['Paulo Londra'],February,2023
Ed Sheeran,Afterglow,5PxY9vTrEwCBGT6q7HzsKo,Mellow 20s,2vVeh6l8dk8Peie2RDb8jF,2023-02-23,0,False,0.641,0.324,11,-5.851,1,0.0299,0.698,0.0,0.328,0.273,110.184,4,[],February,2023
Ed Sheeran,Photograph,3ATeaAvchVwa80bSg2fiF6,Love Like That - Feeling Blue,3mqe2Z1a4UjDYdxYZtXeCZ,2023-02-18,0,False,0.718,0.379,4,-10.48,1,0.0359,0.607,0.000472,0.0986,0.22,108.033,4,[],February,2023
Ed Sheeran,Shivers,4uM9KUjXSyNh5UFfh15Wmx,First Class 20s,6f87JQmTCh2YVi6s4PIk2z,2023-02-23,0,False,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4,[],February,2023
Ed Sheeran,2step,2tPaLsNvvhiujSa2DNQYPB,Fresh Feelgood,4bEEJ8g4gM0h5B8x5x5Z3G,2023-02-22,0,False,0.693,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,4,['Lil Baby'],February,2023
Ed Sheeran,Shivers,4S5aNm0pCQq7CNK3Vuupmx,Party Hits 2022,0ajHhH8NZIN70vG1FJHyBn,2023-02-22,0,False,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4,[],February,2023
Ed Sheeran,Noche de novela,43hGF58CRVjZ2Jj4ywj6BD,Some Reggaeton,2PjuFZDgSidw6xeaMgXwN3,2023-02-15,1,False,0.522,0.585,7,-7.205,1,0.129,0.00208,0.0,0.0909,0.411,97.99,4,['Paulo Londra'],February,2023
Ed Sheeran,Bad Habits,1BSKqkrzZQtIVPGCUSlNyF,Put on Repeat Hits,3WMcCf13jvVyhbmLnC0ZYR,2023-02-20,0,False,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,4,[],February,2023
Ed Sheeran,Bad Habits - Joel Corry Remix,5ARXPe0ZlBccFMXXXwRokv,Cardio Tracks,5x44inNwSmEwqawS7JHMor,2023-02-24,0,False,0.768,0.935,11,-4.902,0,0.0598,0.0488,0.00117,0.339,0.8,125.971,4,['Joel Corry'],February,2023
Ed Sheeran,2step,0AtZWxekv7WQE2CJeYuaQ7,Mega Hitmix,45lBytB2YOpizu1Y6vtunH,2023-02-23,1,False,0.693,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,4,['Lil Baby'],February,2023
Ed Sheeran,2step,0aE00jeo3bjsq87e4mYTxy,Pop Favourites,2XEX5evJ3mMLvagNSxJi3l,2023-02-22,0,False,0.693,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,4,['Lil Baby'],February,2023
Ed Sheeran,2step,5mtBMji5j6Ab4i5NI16oFz,Hot Rhythmic,4CONYniXv9OHDiV65lyY7J,2023-02-23,0,False,0.693,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,4,['Lil Baby'],February,2023
Ed Sheeran,The Joker and the Queen,3Q48ql6yhsss7NQZGpjqcI,Nights Like These - Chilled Pop,1I2pdH6bsTvHCsJM8IVdrA,2023-02-22,0,False,0.567,0.211,0,-9.975,1,0.0315,0.952,5.24e-05,0.275,0.289,134.019,4,[],February,2023
Ed Sheeran,Shivers,3g33yjtOX62RcZ8P4yQiut,Pop Hits 2022,44pshrPla7C4437yCOscb7,2023-02-21,0,False,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4,[],February,2023
Ed Sheeran,2step,5c66htWUd29qinGMHHt0pc,New Jams,18ocbDQ6rBxceCRbeKlVbg,2023-02-23,1,False,0.693,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,4,['Lil Baby'],February,2023
Ed Sheeran,2step,4sMd1nf2dnwte5miyVzu91,Uprising Hits,2DM1CFEzh3CNlAFcoXWFEx,2023-02-23,0,False,0.693,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,4,['Lil Baby'],February,2023
Ed Sheeran,Afterglow,1rQ5AkurIsCFQIftYmVYsZ,I Wish - Fresh Pop,5r3PjomL6oimLa0xKyHmRp,2023-02-18,0,False,0.641,0.324,11,-5.851,1,0.0299,0.698,0.0,0.328,0.273,110.184,4,[],February,2023
Ed Sheeran,Bad Habits,5jrNc0d9xRc5wgktLKQuFN,Top Verano Party,0xQTXSNTnZi8aXNx08sRX2,2023-02-24,0,False,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,4,[],February,2023
Ed Sheeran,2step,5ZWHn3DJZl3SBwhvUmrNSU,Gen Z Pop,3E5C4NvdlvD7snHB5hrUTt,2023-02-22,0,False,0.693,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,4,['Lil Baby'],February,2023
Ed Sheeran,Visiting Hours,5sNmqbxBMCTTzkjabXqA95,heartbreak feels good in a place like this,6tQztBsb2ZkhwAFefSlVHb,2023-02-24,0,False,0.471,0.396,8,-6.654,1,0.0336,0.77,0.0,0.0729,0.263,149.609,4,[],February,2023
Ed Sheeran,2step,0A0ppb5oRTOO4TpRpb3ekx,Rap n Rhythm,2sFDgJ9ICG0cMTLnRiIHYz,2023-02-21,0,False,0.693,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,4,['Lil Baby'],February,2023
Ed Sheeran,Noche de novela,7z4OSgGzXbL3Bn2FupZAUA,Daily Pop Mix,4e63OJB3HbnOoQ3GGJ1eCi,2023-02-23,0,False,0.522,0.585,7,-7.205,1,0.129,0.00208,0.0,0.0909,0.411,97.99,4,['Paulo Londra'],February,2023
Ed Sheeran,Shivers,0scnLLvouKw1SP0Q7yuLKs,INFERNO: Just Hits,4r2xj7x9l3K0wtFeyqDn23,2023-02-22,0,False,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4,[],February,2023
Ed Sheeran,Shivers,2MouTc809i2gUNOxrMB1k8,Vakantieliedjes,0t0SWdKFuaRRKCVASO67cZ,2023-02-23,0,False,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4,[],February,2023
Ed Sheeran,Shivers,3usnpZP00uOOcC54qFs55d,Hyggelige hits & stille musik,0CliMNhvwIfnJxXhLgkPOt,2023-02-20,9,False,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4,[],February,2023
Ed Sheeran,Even My Dad Does Sometimes,6AwzRQhmO4ogCsM2KqIIzN,Soft & Easy Hits,6zwkeOG2cCdtaZFGjsMFnc,2023-02-17,1,False,0.584,0.318,2,-8.926,1,0.0278,0.756,0.000172,0.117,0.296,129.771,3,[],February,2023
Ed Sheeran,I Don't Care,32VJSJLvwS9UMDR0ec5L1e,Throwback Party,3wzy8BJDfdX99u64kgazlH,2023-02-17,1,True,0.798,0.676,6,-5.041,1,0.0442,0.0902,0.0,0.0894,0.843,101.956,4,['Justin Bieber'],February,2023
Ed Sheeran,The Joker and the Queen,5rLTJiXO43ocfJTAe4gMHB,Power Down Pop,1zdfSkMP3cl3wYEK5KyEpB,2023-02-20,0,False,0.567,0.211,0,-9.975,1,0.0315,0.952,5.24e-05,0.275,0.289,134.019,4,[],February,2023
Ed Sheeran,2step,4l10rLZgTMR0WNalCHNYRf,Rhythmic Hits,2BpvaDogMDzs1UXsUKnLfi,2023-02-23,1,False,0.693,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,4,['Lil Baby'],February,2023
Ed Sheeran,2step,1i2RNXOYrPoBWGlimdoboV,Always R'n'B Hits,7L2SswiZ65vhYFP5NP34fc,2023-02-23,0,False,0.693,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,4,['Lil Baby'],February,2023
Ed Sheeran,2step,2CCEDW3ahnC7QDXFVGGqtJ,this was 2022 the hits,4xmfcS4ozm74Imq8jU4UDb,2023-02-20,0,False,0.693,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,4,['Lil Baby'],February,2023
Ed Sheeran,Noche de novela,02u3v7PgAQG4M8a2wqoSSy,Tropical Hits,2tqbyN2aAatZLagWNTwHEn,2023-02-21,0,False,0.522,0.585,7,-7.205,1,0.129,0.00208,0.0,0.0909,0.411,97.99,4,['Paulo Londra'],February,2023
Ed Sheeran,Bad Habits,2jjOMSWCuIlYUxj7JaZGS9,Hits Non Stop,0ERxth3ypy1yzo5ry7iQGv,2023-02-22,1,False,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,4,[],February,2023
Ed Sheeran,Perfect,6sOY2ItlbBWnGBZfh1xsaS,ghost town big 10's,5bN1iYAhYek8u1q2iT6kiq,2023-02-17,2,False,0.598,0.448,8,-6.312,1,0.0232,0.162,0.0,0.106,0.168,95.009,3,[],February,2023
Ed Sheeran,Galway Girl,24teurl6yquvR2k2nhIsPp,Feeling Good Pop,6VmluAaHMB1cnoOYrEEgyT,2023-02-24,1,False,0.599,0.813,9,-5.882,1,0.0846,0.0783,0.0,0.476,0.809,100.192,4,[],February,2023
Ed Sheeran,Shivers,5Y6LEMJESMtVcab4ngXhCb,Mega Hitmix,45lBytB2YOpizu1Y6vtunH,2023-02-23,0,False,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4,[],February,2023
Ed Sheeran,Celestial,1M4acObPIBOs1K18IuLtoO,LOVE UNLIMITED,4xKWBrRWlAxPjzhJvQZ4sj,2023-02-24,0,False,0.574,0.852,2,-1.248,1,0.0397,0.0529,0.0,0.161,0.501,123.038,4,[],February,2023
Ed Sheeran,Shivers,5LnDRd7TTNAWWnYWm1QLae,Virals,7fDWXQUiFakGppPo95Yy09,2023-02-20,0,False,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4,[],February,2023
Ed Sheeran,Bad Habits,35TwzuEXLlDzDxWGiGPLLd,Party Hits 2022,0ajHhH8NZIN70vG1FJHyBn,2023-02-22,0,False,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,4,[],February,2023
Ed Sheeran,Shivers,1UE15a6rPsQaWc7aUAVHO3,Top Verano Party,0xQTXSNTnZi8aXNx08sRX2,2023-02-24,0,False,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4,[],February,2023
Ed Sheeran,Perfect,3EzfjzgNaWtTJZbxfAU3vT,Give You Love - Cozy Hits,7ePSxXay7Tg2lIw5Z0mFR2,2023-02-21,1,False,0.598,0.448,8,-6.312,1,0.0232,0.162,0.0,0.106,0.168,95.009,3,[],February,2023
Ed Sheeran,Celestial,6All3G9YLStQobcEA1lTBv,ghost new pop beats,2NXYwHexQ3TOZf84W9gqcM,2023-02-24,0,False,0.574,0.852,2,-1.248,1,0.0397,0.0529,0.0,0.161,0.501,123.038,4,[],February,2023
Ed Sheeran,Afterglow,1BVQjflZZid7KXdgCSAU66,Commute 2022,0Vlr5blBhGQvMAGnn7riyf,2023-02-18,0,False,0.641,0.324,11,-5.851,1,0.0299,0.698,0.0,0.328,0.273,110.184,4,[],February,2023
Ed Sheeran,Shivers,2kL5j4mitkxGHWLMie1cH2,Summer Party 2022,5iFdcyq7XvL6oAVXWnUsk5,2023-02-20,0,False,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4,[],February,2023
Ed Sheeran,2step,2m4FDGByKVJKv7nbBayx8c,late night driving,6NaM7JVZB0nPhenzdApVoM,2023-02-22,0,False,0.693,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,4,['Lil Baby'],February,2023
Ed Sheeran,Shivers,21zL61ywJqMjeRaUstT9Vw,Hot 20s,23WuuTA64AxkT5BSm12gTb,2023-02-22,0,False,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4,[],February,2023
Ed Sheeran,2step,0P8RdeeV85G9Aq3dPNDGhI,Fresh Soft Hits,22St9iLSVpniW3uyCt1W5b,2023-02-22,0,False,0.693,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,4,['Lil Baby'],February,2023
Ed Sheeran,Afterglow,5cWZBpgA20DUNMjuKvlyGh,Pop Up Pop,6OpuZJMcZd9n6UlCbOTzFY,2023-02-18,0,False,0.641,0.324,11,-5.851,1,0.0299,0.698,0.0,0.328,0.273,110.184,4,[],February,2023
Ed Sheeran,Afterglow,5uWn7A70fG04gtGqkhwmLK,Winter Chill,5UddH6MDN5JoZU7epw607L,2023-02-24,0,False,0.641,0.324,11,-5.851,1,0.0299,0.698,0.0,0.328,0.273,110.184,4,[],February,2023
Ed Sheeran,2step,3NY9oPlhx5pGGNoJujypUZ,On Repeat - Hits Right Now,34MvfpafKIK5QimETvxHtd,2023-02-24,0,False,0.693,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,4,['Lil Baby'],February,2023
Ed Sheeran,Shivers,3AKfmqfW6GUj2idIaZU6M3,Hits Non Stop,0ERxth3ypy1yzo5ry7iQGv,2023-02-22,0,False,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4,[],February,2023
Ed Sheeran,Noche de novela,6Zc1FpeuOj41jqWS8nF1eK,Some Latin Hits,1fBCs2MTAlN9DMmHBfAdcQ,2023-02-16,1,False,0.522,0.585,7,-7.205,1,0.129,0.00208,0.0,0.0909,0.411,97.99,4,['Paulo Londra'],February,2023
Ed Sheeran,Visiting Hours,32TNGtYM0CjUbdDHOkQJSX,Mellow 20s,2vVeh6l8dk8Peie2RDb8jF,2023-02-23,0,False,0.471,0.396,8,-6.654,1,0.0336,0.77,0.0,0.0729,0.263,149.609,4,[],February,2023
Ed Sheeran,2step,5jUENrC2byyjy8RfuZHJdK,Rap R'n'B,3Z6MHALVy7GY8Mve6P8xsZ,2023-02-20,0,False,0.693,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,4,['Lil Baby'],February,2023
Ed Sheeran,2step,3R719gPK01MasLt6XjBZFf,Hip Hop of the 20s,1Lf8m9SMu1QR3iBh835e3u,2023-02-22,0,False,0.693,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,4,['Lil Baby'],February,2023
Ed Sheeran,Celestial,3eiOJkXJ8F9Kod2DdL1kae,The Greatest Day of My Life,2WYeJF8fk1ATliMYPWMA7W,2023-02-24,0,False,0.574,0.852,2,-1.248,1,0.0397,0.0529,0.0,0.161,0.501,123.038,4,[],February,2023
Ed Sheeran,The Joker and the Queen,3M8yyF3dXaRiVMEfJoORLQ,Chill On the Beach,11BdbrPQti39iW9wS0YHhs,2023-02-20,0,False,0.567,0.211,0,-9.975,1,0.0315,0.952,5.24e-05,0.275,0.289,134.019,4,[],February,2023
Ed Sheeran,Shivers,11VIQ8wX1UtrVtT1rucPqy,Summer Evening,15llxACsJdOjQG3FNZ7FG7,2023-02-21,0,False,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4,[],February,2023
Ed Sheeran,Bad Habits,1SYFoMhvNaPtsQhInCULHG,All Time Party Hits,3uODGhAuMRPUus7vL9l5qt,2023-02-22,2,False,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,4,[],February,2023
Ed Sheeran,Bad Habits,5qGpbf4B86hIQPb8rQE4af,Chart Hits 2022,2x64ztF6SL8rTMFPb4mwTf,2023-02-22,0,False,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,4,[],February,2023
Ed Sheeran,Happier,1PggMP4n5vPqyFWZPwlJvJ,Mellow 10's,7ozAfsKhEJKGpmPBet3MFU,2023-02-22,2,False,0.521,0.385,0,-7.355,1,0.0288,0.536,0.0,0.135,0.235,89.892,4,[],February,2023
Ed Sheeran,2step,08f1i2e3uSkRAF0M7GSchV,New R'n'B,1kFpDlNLs3lid5pIPLExXc,2023-02-22,2,False,0.693,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,4,['Lil Baby'],February,2023
Ed Sheeran,The Joker and the Queen,3xeZSgaE1WPAUWR41seCL0,Summer Chill 2022,6u3ywUgnKjgD8WvVRkqnmv,2023-02-20,0,False,0.567,0.211,0,-9.975,1,0.0315,0.952,5.24e-05,0.275,0.289,134.019,4,[],February,2023
Ed Sheeran,Bad Habits,3v4tH7MXEP35m2XIjcOLps,House of Memories - Big Virals,5yTdtO3iuYWVw5wwGQRu4u,2023-02-21,0,False,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,4,[],February,2023
Ed Sheeran,Small Bump,4yTv79xGwUTgmSWRU8KAyG,Better Alone: Songs to Listen on Your Own,5VI3shCgp5KyJMWCxU196N,2023-02-24,0,False,0.81,0.436,10,-12.683,1,0.0718,0.689,0.000152,0.11,0.446,119.979,4,[],February,2023
Ed Sheeran,2step,1dWOJa2usAysJjHobZXRJn,Hit It Up,3ReRqGIICTRYl9cGy5UNzL,2023-02-23,1,False,0.693,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,4,['Lil Baby'],February,2023
Ed Sheeran,Overpass Graffiti,4IQCq5MQEDvAPJIhxr4YiP,Pop Chill 2022,4vjydFqRhB0xHCl0YwvX5f,2023-02-22,0,False,0.52,0.849,9,-3.794,0,0.186,0.00253,0.0,0.119,0.774,175.908,4,[],February,2023
Ed Sheeran,Afterglow,13y4OXxA7Z368Qoer0qv6M,Good Ones: Pop Right Now,5PXgRNG20Booy5tFP2G1p6,2023-02-18,0,False,0.641,0.324,11,-5.851,1,0.0299,0.698,0.0,0.328,0.273,110.184,4,[],February,2023
Ed Sheeran,How Would You Feel (Paean),4IuKVyY1nUHOoLlBmvV0Zw,Coffee Morning Easy Hits,6uQScSeWKb9xF3CNrmGSFd,2023-02-20,0,False,0.618,0.439,9,-5.63,1,0.0269,0.424,0.0,0.127,0.242,139.983,4,[],February,2023
Ed Sheeran,The Joker and the Queen,4uHS1DzH8oPniX1Ctp23mU,Easy & Mellow,7gtMxn9KGqdpoqoZKpsfGh,2023-02-24,0,False,0.567,0.211,0,-9.975,1,0.0315,0.952,5.24e-05,0.275,0.289,134.019,4,[],February,2023
Ed Sheeran,2step,1fOXjzk6TgNQzwmzsDVTyC,Hip Hop/R&B Party,0gEsxfwJq1KIcj8bRgEoh2,2023-02-23,0,False,0.763,0.661,4,-5.592,0,0.056,0.169,0.0,0.117,0.632,95.002,4,[],February,2023
Ed Sheeran,The Joker and the Queen,2Drp0nRNmowNJoApUk7ahI,Sad Girl Pop,55psptjYDgbu6Qnk4IKT09,2023-02-24,0,False,0.567,0.211,0,-9.975,1,0.0315,0.952,5.24e-05,0.275,0.289,134.019,4,[],February,2023
Ed Sheeran,Dive,6swSpZ2UJpCC8YqsReRFJx,Mellow Bars R'n'B,2BaBoj6WhDGmSmyFfZSlDc,2023-02-22,1,False,0.771,0.386,4,-6.161,1,0.0385,0.355,0.0,0.0953,0.533,134.943,3,[],February,2023
Ed Sheeran,Shivers,075HHGvBj72HkTMe8RcGoq,Sommar 2022,32DvENEmcrcCAl2OwdT1OM,2023-02-21,0,False,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4,[],February,2023
Ed Sheeran,Shivers,3Bhz6ntm7FB2ktueLTqPF1,Optimistic Pop,7iJN8X8XTamPA7m0V69g0I,2023-02-17,0,False,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4,[],February,2023
Ed Sheeran,Visiting Hours,1zRQpytIBkgdxlDZr7p6sR,Chilled Hits,2KNR8F5y42BFSPo7ya4iGp,2023-02-24,1,False,0.471,0.396,8,-6.654,1,0.0336,0.77,0.0,0.0729,0.263,149.609,4,[],February,2023
Ed Sheeran,2step,5mqid2Y0DrUvEqGGExENDD,Party Hits,7MiGZJ0SReuW2BXi5SFs8K,2023-02-22,2,False,0.693,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,4,['Lil Baby'],February,2023
Ed Sheeran,Shivers,7xz9RrJuybYrMvdZFUiaQl,Mind over Matter - Internet Virals,4IE6gg8JLocNkc8vStMDi2,2023-02-18,3,False,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4,[],February,2023
Ed Sheeran,2step,1l5gFGtiUcHggUlCcuOZIU,Power Hits,6zhsUXJrFqFMWwSlxLj6jW,2023-02-23,0,False,0.693,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,4,['Lil Baby'],February,2023
Ed Sheeran,2step,7ilDDD5O3fZldHBI0vtrXM,Hits Non Stop,0ERxth3ypy1yzo5ry7iQGv,2023-02-22,0,False,0.693,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,4,['Lil Baby'],February,2023
Ed Sheeran,Perfect,7p9CE6RZIqUMpvAx77WOxn,Easy 10's,15ZRn2VSejg9zSqxbaIowI,2023-02-21,0,False,0.598,0.448,8,-6.312,1,0.0232,0.162,0.0,0.106,0.168,95.009,3,[],February,2023
Ed Sheeran,2step,6uJWK0GMUML18ITpbpqN4A,Some 20's Hits,14EUDpD6GWa4Xxg2jCsixN,2023-02-24,0,False,0.763,0.661,4,-5.592,0,0.056,0.169,0.0,0.117,0.632,95.002,4,[],February,2023
Ed Sheeran,Shivers,6QEMlSW1Vqk9OOEwVMAKgI,Holiday Party,7kVEOE84Yl2X1mQuTOgTZI,2023-02-22,0,False,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4,[],February,2023
Ed Sheeran,The City,3jDcpBGMb2LEKeTcp5pib3,City Beats,51N6mDGj9NT8R12h3shAmQ,2023-02-24,1,False,0.74,0.505,4,-10.338,0,0.0673,0.0415,6.73e-05,0.0707,0.646,97.996,4,[],February,2023
Ed Sheeran,Shivers,5eVx03xc1SDLi1PQQFum8b,asdf - random hits,0gPsp40sci2u94zpUwHVvX,2023-02-17,1,False,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4,[],February,2023
Ed Sheeran,2step,6lyVr5jKYOvmw7pVv4Tn0Z,Pop Hits: Rap Remix,7q4Bp4BNbkRmuD6n3S5kbA,2023-02-23,0,False,0.693,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,4,['Lil Baby'],February,2023
Ed Sheeran,Shivers,5NJfoVDSn2iVkOCALEUhUP,Feel Good Hits,1wM5GzNOnsvLs3wg42n5RX,2023-02-23,0,False,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4,[],February,2023
Ed Sheeran,The Joker and the Queen,38fuYQ3hVsnw7JPCvP50cR,Soft Pop Hits,6xfNLuKy6V419AauJgmrnc,2023-02-21,1,False,0.567,0.211,0,-9.975,1,0.0315,0.952,5.24e-05,0.275,0.289,134.019,4,[],February,2023
Ed Sheeran,Celestial,4H4CogXTdBpvTnUNIjgslF,Pop Now - Just Out,2PODf9h1crzqc1PvmnQIe5,2023-02-24,0,False,0.574,0.852,2,-1.248,1,0.0397,0.0529,0.0,0.161,0.501,123.038,4,[],February,2023
Ed Sheeran,Overpass Graffiti,0vE3m6A0xRpcYi33X4fJFw,Pick Me Up,5Zapo7la1U3r3Y2wsNFXdj,2023-02-22,0,False,0.52,0.849,9,-3.794,0,0.186,0.00253,0.0,0.119,0.774,175.908,4,[],February,2023
Ed Sheeran,Afterglow,4a9cHLwBEz0lx9dkADE4Uj,Feel Good 2022,0QZDIJZfRAOtjQsR9iqYCx,2023-02-18,0,False,0.641,0.324,11,-5.851,1,0.0299,0.698,0.0,0.328,0.273,110.184,4,[],February,2023
Ed Sheeran,Overpass Graffiti,1r7vf3Kycy6kQR3Z1MmNMU,Feel Good Hits,1wM5GzNOnsvLs3wg42n5RX,2023-02-23,0,False,0.52,0.849,9,-3.794,0,0.186,0.00253,0.0,0.119,0.774,175.908,4,[],February,2023
Ed Sheeran,Overpass Graffiti,5E8z3Jhrjt4IPNgXihBMb1,Chilled Pop Hits,6PckTwFk5C9Rzo0LvBqoMI,2023-02-24,4,False,0.52,0.849,9,-3.794,0,0.186,0.00253,0.0,0.119,0.774,175.908,4,[],February,2023
Ed Sheeran,2step,3XLcCrPztR7GJ6GMbFKahS,Good Time: Just Hits,4fFAGTpKGgn6DZ1uIciEIb,2023-02-21,0,False,0.693,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,4,['Lil Baby'],February,2023
