artist_name,track_name,track_id,album_name,album_id,release_date,duration_ms,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,featured_artists,duration,release_day,release_month,release_year
Ed Sheeran,Drown Me Out (feat. Ghetts) - + Ghetts,0UD8qgp0Fmgh79K3qeTHQh,No.5 Collaborations Project,6DpIyaMgt5p9HlGd1c0LDM,2011-09-09,0 days 00:04:21.440000,28,True,0.511,0.91,B,-6.186,Minor,0.116,0.0282,0.0,0.127,0.426,140.147,4,Ghetts,04:21,Friday,September,2011
Ed Sheeran,Shivers (Dillon Francis Remix) [Club Mix],7HUrtno36XNa41dENxVtJG,Shivers (Dillon Francis Remix),1IhjAej4bFQdXNh9yRwE7B,2021-10-27,0 days 00:02:07.766000,22,False,0.77,0.658,D,-7.098,Major,0.0333,0.0851,0.255,0.0798,0.705,124.014,4,Dillon Francis,02:07,Wednesday,October,2021
Ed Sheeran,Happier - Cazzette Remix,6clKcUAaMHTlSR8MgT3QvS,Happier (Cazzette Remix),7057vj3r5jVIlis4uVnP2M,2018-06-08,0 days 00:03:27.491000,25,False,0.712,0.633,A,-7.748,Minor,0.0344,0.0643,0.000893,0.127,0.299,102.985,4,CAZZETTE,03:27,Friday,June,2018
Ed Sheeran,Beautiful People (feat. Khalid) - Danny L Harle Harlecore Remix,7fzqEoX5HCLwmt6aPxf54A,Beautiful People (feat. Khalid) [Danny L Harle Harlecore Remix],6Ev0UgdNwWq80Em5jknB95,2019-07-11,0 days 00:03:45.367000,21,False,0.458,0.93,G,-4.61,Major,0.13,0.0372,0.0154,0.115,0.31,148.129,4,"Khalid, Danny L Harle",03:45,Thursday,July,2019
Ed Sheeran,"You Need Me, I Don't Need You - Spotify Sessions",5OebvB477bOvqMgbsracwL,Spotify Session,3Zao4egmTSVP5LfAhHO4o1,2011-01-01,0 days 00:03:14.650000,22,False,0.68,0.286,D,-16.237,Major,0.441,0.417,0.0,0.699,0.916,111.734,4,,03:14,Saturday,January,2011
Ed Sheeran,Shivers - Heavy-K Remix,5MRwcwEgqPBJNOvPDy3QST,Shivers (Heavy-K Remix),1d8qU99e4NtOklIOsggsFV,2021-10-26,0 days 00:05:40.243000,18,False,0.796,0.608,B,-9.763,Minor,0.0372,0.0487,0.000113,0.0493,0.315,112.984,4,Heavy-K,05:40,Tuesday,October,2021
Ed Sheeran,Intro - Spotify Sessions,1tdB5NdMqSWMpH6LV7LkRM,Spotify Session,3Zao4egmTSVP5LfAhHO4o1,2011-01-01,0 days 00:00:30.010000,15,False,0.718,0.446,F#/Gb,-18.466,Major,0.958,0.505,0.0,0.217,0.127,92.076,1,,00:30,Saturday,January,2011
Ed Sheeran,Perfect - Acoustic Cover,4u8tbLHI3l273ZpV77d5Iv,Relaxing Classical Playlist: Soothing Piano & Violin for a Better Day,3NuDzeI1UJ6PcRmAhmV6kP,2019-01-28,0 days 00:03:42.414000,15,False,0.257,0.254,F,-6.783,Major,0.0332,0.947,0.00856,0.115,0.188,174.267,3,Philip De Blue,03:42,Monday,January,2019
Ed Sheeran,The Joker & The Queen,4UvVC1xk0SsRjqiY23Hzqf,"Cover Selections, Vol. 2",50D2189Z9geTW7ERTFB8MZ,2022-10-30,0 days 00:03:37.551000,8,False,0.117,0.215,C,-11.835,Major,0.0392,0.945,0.367,0.0954,0.176,154.684,5,,03:37,Sunday,October,2022
Ed Sheeran,Perfect / Adagio Cantabile,4pO9hlYGV4XxkTU3vdUllK,Simon Michael,5eIIvvKzXJu99IG8yfcB6E,2018-11-23,0 days 00:04:52.313000,3,False,0.349,0.0701,G#/Ab,-19.269,Major,0.0522,0.965,0.898,0.108,0.0393,96.363,1,"Ludwig van Beethoven, Simon Michael",04:52,Friday,November,2018
Ed Sheeran,Happier - Tiësto's AFTR:HRS Remix,0G5gyl2w6HzKZNjFVswyko,After Hours,3Z2TUvdODAZxOEI8EL2DYC,2023-02-22,0 days 00:03:36,2,False,0.684,0.823,C,-4.881,Major,0.0296,0.00569,7.27e-06,0.201,0.384,117.994,4,Tiësto,03:36,Wednesday,February,2023
Ed Sheeran,Sunburn - Remix,3I8xsi5RtE97qRKSUaQWgr,Summer Love,22N0ghVULyh8Ktxi2AjYvq,2022-07-08,0 days 00:04:26.053000,0,False,0.533,0.17,G,-11.342,Major,0.067,0.843,5.03e-06,0.113,0.331,116.906,5,,04:26,Friday,July,2022
